School Name,Latitude,Longitude,LGA
Pascoe Vale North Primary School,-37.72126,144.94848,Merri-bek (C)
Pascoe Vale Primary School,-37.73122,144.93726,Merri-bek (C)
Pascoe Vale South Primary School,-37.74572,144.93562,Merri-bek (C)
Patterson Lakes Primary School,-38.06984,145.14479,Kingston (C)
Paynesville Primary School,-37.91128,147.7147,East Gippsland (S)
Pearcedale Primary School,-38.20301,145.23198,Casey (C)
Pembroke Primary School,-37.7968,145.32724,Yarra Ranges (S)
Penders Grove Primary School,-37.75452,145.01427,Darebin (C)
Penshurst Primary School,-37.87918,142.29133,Southern Grampians (S)
Pentland Primary School,-37.65586,144.42318,Moorabool (S)
Peranbin Primary College,-36.63424,145.71697,Strathbogie (S)
Perseverance Primary School,-38.38338,145.33341,Unincorporated Vic
Phillip Island Village School,-38.50808,145.2016,Bass Coast (S)
Pinewood Primary School,-37.89012,145.14234,Monash (C)
Pleasant Street Primary School (Ballarat),-37.55633,143.8385,Ballarat (C)
Plenty Parklands Primary School,-37.66973,145.07694,Whittlesea (C)
Point Lonsdale Primary School,-38.27443,144.62113,Queenscliffe (B)
Pomonal Primary School,-37.19344,142.60873,Ararat (RC)
Poowong Consolidated School,-38.34248,145.7697,South Gippsland (S)
Porepunkah Primary School,-36.69949,146.91102,Alpine (S)
Port Fairy Consolidated School,-38.38662,142.22822,Moyne (S)
Port Melbourne Primary School,-37.83532,144.93381,Port Phillip (C)
Portarlington Primary School,-38.11552,144.65498,Greater Geelong (C)
Portland North Primary School,-38.31764,141.57233,Glenelg (S)
Portland Primary School,-38.3473,141.59941,Glenelg (S)
Portland South Primary School,-38.36527,141.61062,Glenelg (S)
Powlett River Primary School,-38.56035,145.5462,Bass Coast (S)
Preston North East Primary School,-37.73305,145.02946,Darebin (C)
Preston Primary School,-37.73055,145.01031,Darebin (C)
Preston South Primary School,-37.74787,145.00745,Darebin (C)
Preston West Primary School,-37.73737,144.99553,Darebin (C)
Princes Hill Primary School,-37.7804,144.9681,Yarra (C)
Puckapunyal Primary School,-37.00263,145.03351,Mitchell (S)
Pyalong Primary School,-37.11724,144.85709,Mitchell (S)
Quarry Hill Primary School,-36.77512,144.27998,Greater Bendigo (C)
Quarters Primary School,-38.09481,145.25017,Casey (C)
Queen of Peace Primary School,-37.87515,144.7917,Hobsons Bay (C)
Queenscliff Primary School,-38.26722,144.65621,Queenscliffe (B)
Ramlegh Park Primary School,-38.11488,145.33828,Casey (C)
Ranfurly Primary School,-34.19367,142.1339,Mildura (RC)
Rangebank Primary School,-38.08736,145.27622,Casey (C)
Rangeview Primary School,-37.82958,145.2063,Whitehorse (C)
Rawson Primary School,-37.95912,146.39897,Baw Baw (S)
Raywood Primary School,-36.53947,144.2048,Greater Bendigo (C)
Red Cliffs East Primary School,-34.30511,142.21427,Mildura (RC)
Red Cliffs Primary School,-34.31157,142.18531,Mildura (RC)
Red Hill Consolidated School,-38.36668,144.99527,Mornington Peninsula (S)
Redesdale Mia Mia Primary School,-37.01952,144.53089,Greater Bendigo (C)
Regency Park Primary School,-37.85487,145.23616,Knox (C)
Research Primary School,-37.70292,145.18357,Nillumbik (S)
Reservoir East Primary School,-37.71998,145.02184,Darebin (C)
Reservoir Primary School,-37.71142,145.00677,Darebin (C)
Reservoir Views Primary School,-37.70552,145.02272,Darebin (C)
Reservoir West Primary School,-37.72214,144.99023,Darebin (C)
Resurrection School,-37.98994,145.16293,Greater Dandenong (C)
Resurrection School,-37.7363,144.77539,Brimbank (C)
Richmond Primary School,-37.82957,144.99907,Yarra (C)
Richmond West Primary School,-37.81363,144.99574,Yarra (C)
Riddells Creek Primary School,-37.46122,144.67978,Macedon Ranges (S)
Ringwood Heights Primary School,-37.80423,145.21721,Maroondah (C)
Ringwood North Primary School,-37.79313,145.23074,Maroondah (C)
Ripplebrook Primary School,-38.20349,145.75849,Baw Baw (S)
Ripponlea Primary School,-37.87461,145.00505,Glen Eira (C)
River Gum Primary School,-38.03465,145.26051,Casey (C)
Riverbend Primary School,-37.87627,144.62651,Wyndham (C)
Riverwalk Primary School,-37.92103,144.63933,Wyndham (C)
Roberts McCubbin Primary School,-37.83477,145.12521,Whitehorse (C)
Rochester Primary School,-36.3546,144.698,Campaspe (S)
Rockbank Primary School,-37.73215,144.6619,Melton (C)
Rokewood Primary School,-37.90366,143.72281,Golden Plains (S)
Rolling Hills Primary School,-37.76651,145.32684,Yarra Ranges (S)
Rollins Primary School,-38.10121,144.32646,Greater Geelong (C)
Romsey Primary School,-37.35418,144.74538,Macedon Ranges (S)
Rosanna Golf Links Primary School,-37.73512,145.07412,Banyule (C)
Rosanna Primary School,-37.73539,145.0629,Banyule (C)
Rosebud Primary School,-38.35576,144.909,Mornington Peninsula (S)
Rosedale Primary School,-38.1546,146.7739,Wellington (S)
Rosewood Downs Primary School,-37.94411,145.21346,Greater Dandenong (C)
Roslyn Primary School,-38.17401,144.32982,Greater Geelong (C)
Rowellyn Park Primary School,-38.10442,145.19245,Frankston (C)
Rowville Primary School,-37.92292,145.23711,Knox (C)
Roxburgh Homestead Primary School,-37.63206,144.91628,Hume (C)
Roxburgh Park Primary School,-37.63424,144.9314,Hume (C)
Roxburgh Rise Primary School,-37.61621,144.9235,Hume (C)
Rupanyup Primary School,-36.63222,142.62861,Yarriambiack (S)
Ruskin Park Primary School,-37.79894,145.29616,Maroondah (C)
Rutherglen Primary School,-36.05621,146.46061,Indigo (S)
Rye Primary School,-38.37312,144.82382,Mornington Peninsula (S)
Sacred Heart Primary School,-36.01072,146.00925,Moira (S)
Sacred Heart School,-37.84003,144.8814,Hobsons Bay (C)
Sacred Heart School,-37.74481,145.00377,Darebin (C)
Sacred Heart School,-38.23943,146.40432,Latrobe (C)
Sacred Heart School,-36.43983,145.22392,Greater Shepparton (C)
Sacred Heart School,-37.58601,141.41363,Glenelg (S)
Sacred Heart School,-37.80205,144.97852,Yarra (C)
Sacred Heart School,-37.80817,145.03744,Boroondara (C)
Sacred Heart School,-37.95148,145.00855,Bayside (C)
Sacred Heart School,-37.21455,145.42461,Murrindindi (S)
Sacred Heart School,-37.90184,145.08692,Monash (C)
Sacred Heart School,-37.79749,145.27279,Maroondah (C)
Sacred Heart School,-37.73769,144.80005,Brimbank (C)
Sacred Heart School,-34.18733,142.15224,Mildura (RC)
Sacred Heart School,-38.35316,143.57855,Colac-Otway (S)
Sacred Heart School,-37.67215,145.15878,Nillumbik (S)
Sacred Heart School,-36.19824,147.89919,Towong (S)
Sale Primary School,-38.1083,147.07364,Wellington (S)
San Remo Primary School,-38.52385,145.36945,Bass Coast (S)
Sandringham East Primary School,-37.95667,145.02222,Bayside (C)
Sandringham Primary School,-37.94704,145.00947,Bayside (C)
Sassafras Primary School,-37.86162,145.35455,Yarra Ranges (S)
School of the Good Shepherd,-37.69303,144.88946,Hume (C)
Scoresby Primary School,-37.89395,145.2275,Knox (C)
Seabrook Primary School,-37.87884,144.7579,Hobsons Bay (C)
Seaford North Primary School,-38.09016,145.13361,Frankston (C)
Seaford Park Primary School,-38.10504,145.15444,Frankston (C)
Seaford Primary School,-38.10444,145.1305,Frankston (C)
Seaholme Primary School,-37.86421,144.83991,Hobsons Bay (C)
Sebastopol Primary School,-37.59643,143.84472,Ballarat (C)
Selby Primary School,-37.91143,145.36752,Yarra Ranges (S)
Serpell Primary School,-37.7699,145.15557,Manningham (C)
Seville Primary School,-37.77389,145.46441,Yarra Ranges (S)
Shelford Primary School,-38.01399,143.98214,Golden Plains (S)
Shepparton East Primary School,-36.39993,145.47925,Greater Shepparton (C)
Sherbourne Primary School,-37.70891,145.13008,Banyule (C)
Sholem Aleichem College,-37.88229,145.0012,Glen Eira (C)
Sidrah Gardens School,-37.97324,145.31589,Casey (C)
Siena Catholic Primary School,-37.54597,143.78041,Ballarat (C)
Silvan Primary School,-37.8246,145.42132,Yarra Ranges (S)
Silverton Primary School,-37.94923,145.19288,Greater Dandenong (C)
Simpson Primary School,-38.49862,143.20788,Corangamite (S)
Skipton Primary School,-37.68686,143.36816,Corangamite (S)
Skye Primary School,-38.11771,145.20124,Frankston (C)
Solway Primary School,-37.87324,145.07283,Boroondara (C)
Somers Primary School,-38.39212,145.16461,Mornington Peninsula (S)
Somerville Primary School,-38.22402,145.17914,Mornington Peninsula (S)
Somerville Rise Primary School,-38.23003,145.16775,Mornington Peninsula (S)
Sorrento Primary School,-38.34148,144.74069,Mornington Peninsula (S)
South Melbourne Park Primary School,-37.84054,144.9627,Port Phillip (C)
South Melbourne Primary School,-37.82935,144.9535,Port Phillip (C)
South Yarra Primary School,-37.84135,144.98562,Melbourne (C)
Southern Cross Primary School,-37.98823,145.26441,Casey (C)
Southmoor Primary School,-37.94118,145.05697,Kingston (C)
Specimen Hill Primary School,-36.76187,144.24834,Greater Bendigo (C)
Spensley Street Primary School,-37.78679,145.00388,Yarra (C)
Spotswood Primary School,-37.83045,144.88174,Hobsons Bay (C)
Spring Gully Primary School,-36.79318,144.28446,Greater Bendigo (C)
Spring Parks Primary School,-37.95884,145.13951,Greater Dandenong (C)
Springhurst Primary School,-36.18467,146.4681,Wangaratta (RC)
Springside Primary School,-37.71118,144.73867,Melton (C)
Springvale Rise Primary School,-37.93926,145.15904,Greater Dandenong (C)
Ss Michael and John's Primary School,-36.714,142.20399,Horsham (RC)
Ss Peter & Paul's School,-37.79055,145.1534,Manningham (C)
St Agatha's School,-38.11164,145.27885,Casey (C)
St Agnes' School,-37.9461,145.03183,Bayside (C)
St Albans East Primary School,-37.74217,144.81109,Brimbank (C)
St Albans Heights Primary School,-37.74865,144.81037,Brimbank (C)
St Albans Meadows Primary School,-37.75337,144.81778,Brimbank (C)
St Albans North Primary School,-37.73174,144.80201,Brimbank (C)
St Albans Primary School,-37.73875,144.79577,Brimbank (C)
St Alipius' Parish School,-37.5617,143.87401,Ballarat (C)
St Aloysius' School,-37.57811,143.83767,Ballarat (C)
St Aloysius' School,-38.26868,144.6553,Queenscliffe (B)
St Ambrose's School,-37.35779,144.53049,Macedon Ranges (S)
St Andrews Primary School,-37.60232,145.26983,Nillumbik (S)
St Andrew's School,-37.90127,144.65057,Wyndham (C)
St Andrew's School,-37.93489,145.10719,Kingston (C)
St Angela of the Cross Primary School,-38.14153,145.96161,Baw Baw (S)
St Anne's School,-37.79538,145.04981,Boroondara (C)
St Anne's School,-38.1066,145.14095,Frankston (C)
St Anne's School,-37.56839,144.71746,Hume (C)
St Anne's School,-37.7733,145.21859,Manningham (C)
St Anthony's School,-37.88689,145.0471,Glen Eira (C)
St Anthony's School,-37.78007,145.02036,Darebin (C)
St Anthony's School,-37.97171,145.17243,Greater Dandenong (C)
St Anthony's School,-37.70966,144.5729,Melton (C)
St Anthony's School,-38.01519,144.39058,Greater Geelong (C)
St Arnaud Primary School,-36.6102,143.25754,Northern Grampians (S)
St Augustine's Primary School,-37.71063,144.82052,Brimbank (C)
St Augustine's School,-37.05183,143.7368,Central Goldfields (S)
St Augustine's School,-37.42851,143.89226,Hepburn (S)
St Augustine's School,-37.8137,144.8899,Maribyrnong (C)
St Augustine's School,-36.11702,146.88922,Wodonga (C)
St Augustine's School,-38.17205,145.14587,Frankston (C)
St Bede's School,-37.79352,145.0709,Boroondara (C)
St Bernadette's Catholic Primary School,-37.8539,145.31084,Knox (C)
St Bernadette's School,-37.76306,145.03412,Banyule (C)
St Bernadette's School,-37.77116,144.83528,Brimbank (C)
St Bernard's School,-37.67227,144.43486,Moorabool (S)
St Bernard's School,-37.74742,144.97271,Merri-bek (C)
St Bernard's School,-36.34656,146.3056,Wangaratta (RC)
St Brendan's School,-37.7847,144.93173,Moonee Valley (C)
St Brendan's School,-36.37473,145.40765,Greater Shepparton (C)
St Brendan's School,-38.27065,143.5188,Colac-Otway (S)
St Brendan's School,-37.87102,148.01234,East Gippsland (S)
St Brendan's School,-38.23365,145.1684,Mornington Peninsula (S)
St Brigid's School,-37.5999,144.22873,Moorabool (S)
St Brigid's School,-37.49091,144.59009,Macedon Ranges (S)
St Brigid's School,-38.00804,145.09178,Kingston (C)
St Brigid's School,-37.65868,145.5158,Yarra Ranges (S)
St Brigid's School,-38.05462,145.40567,Cardinia (S)
St Carlo Borromeo School,-37.65364,144.88864,Hume (C)
St Catherine of Siena Catholic Primary School,-38.24009,144.36945,Greater Geelong (C)
St Catherine of Siena School,-37.67878,144.5502,Melton (C)
St Catherine's Primary School,-38.06977,145.33695,Casey (C)
St Catherine's School,-37.93822,145.05217,Kingston (C)
St Catherine's School,-37.6656,145.00324,Whittlesea (C)
St Cecilia's School,-37.85009,145.0646,Boroondara (C)
St Charles Borromeo School,-37.76748,145.15431,Manningham (C)
St Christopher's School,-37.8711,145.1502,Monash (C)
St Christopher's School,-37.72501,144.88025,Moonee Valley (C)
St Clare's Catholic Primary School,-37.84381,144.72821,Wyndham (C)
St Clare's Primary School,-38.06277,145.43271,Cardinia (S)
St Clare's School,-37.67775,144.99772,Whittlesea (C)
St Clement of Rome School,-37.7673,145.09033,Manningham (C)
St Colman's School,-38.07994,142.80202,Moyne (S)
St Columba's School,-37.54591,143.86007,Ballarat (C)
St Columba's School,-37.88253,144.98112,Port Phillip (C)
St Damian's School,-37.69849,145.05722,Whittlesea (C)
St Dominic's School,-37.83892,145.08384,Boroondara (C)
St Dominic's School,-37.68506,144.9237,Hume (C)
St Dominic's School,-37.68092,144.58464,Melton (C)
St Elizabeth's School,-37.94632,145.19888,Greater Dandenong (C)
St Fidelis' School,-37.74984,144.95156,Merri-bek (C)
St Finbar's School,-37.91628,145.01746,Bayside (C)
St Francis de Sales Catholic Primary School,-38.05901,145.25248,Casey (C)
St Francis de Sales School,-37.71885,144.92108,Merri-bek (C)
St Francis of Assisi Catholic Primary School,-37.84829,144.69823,Wyndham (C)
"St Francis of Assisi Primary School, Wodonga",-36.17389,146.93993,Wodonga (C)
St Francis of Assisi School,-37.66499,145.05891,Whittlesea (C)
St Francis of the Fields School,-36.80447,144.36129,Greater Bendigo (C)
St Francis' School,-36.0586,145.20774,Moira (S)
St Francis Xavier Primary School,-37.71601,145.12656,Banyule (C)
St Francis Xavier School,-37.56161,143.90299,Ballarat (C)
St Francis Xavier School,-38.1488,145.1262,Frankston (C)
St Francis Xavier School,-38.07203,144.35813,Greater Geelong (C)
St Francis Xavier's School,-37.81849,145.13149,Whitehorse (C)
St Gabriel's School,-37.71802,145.00512,Darebin (C)
St Gabriel's School,-38.18765,146.51105,Latrobe (C)
St George Preca School,-37.71349,144.73671,Melton (C)
St Georges Road Primary School Shepparton,-36.39009,145.40574,Greater Shepparton (C)
St Gerard's School,-37.97133,145.20582,Greater Dandenong (C)
St Gregory the Great School,-37.7806,145.12228,Manningham (C)
St Ita's School,-38.13244,145.862,Baw Baw (S)
St James School,-38.07303,145.57319,Cardinia (S)
St James' School,-37.89794,144.99766,Bayside (C)
St James' School,-37.60347,143.84018,Ballarat (C)
St James' School,-37.83675,145.20969,Whitehorse (C)
St James the Apostle School,-37.85729,144.68749,Wyndham (C)
St Joachim's School,-38.10335,145.17847,Frankston (C)
St Joan of Arc School,-37.92011,144.99415,Bayside (C)
St John Bosco's School,-37.74366,144.88903,Moonee Valley (C)
St John the Apostle Catholic Primary School,-37.83342,144.66571,Wyndham (C)
St John the Baptist School,-37.88738,145.29517,Knox (C)
St John the Baptist's School,-38.19746,145.48527,Cardinia (S)
St John Vianney's School,-37.99047,145.09249,Kingston (C)
St John Vianney's School,-37.93272,145.15956,Monash (C)
St John XXIII Primary School,-37.67842,145.0392,Whittlesea (C)
St John's Lutheran School,-38.35679,141.58984,Glenelg (S)
St John's School,-37.75764,145.06655,Banyule (C)
St John's School,-38.3515,142.44614,Warrnambool (C)
St John's School,-36.75337,145.56987,Strathbogie (S)
St John's School,-37.79582,144.88522,Maribyrnong (C)
St John's School,-37.81744,145.1904,Whitehorse (C)
St John's School,-38.14582,145.1481,Frankston (C)
St Joseph the Worker School,-37.70222,144.99292,Darebin (C)
St Joseph’s Catholic Primary School,-37.9033,144.61028,Wyndham (C)
St Joseph's Primary School,-37.86271,145.27481,Knox (C)
St Joseph's School,-37.82646,145.03432,Boroondara (C)
St Joseph's School,-37.77462,144.99672,Darebin (C)
St Joseph's School,-36.55396,145.97412,Benalla (RC)
St Joseph's School,-36.27177,143.35105,Buloke (S)
St Joseph's School,-36.14598,146.60706,Indigo (S)
St Joseph's School,-37.87751,142.28978,Southern Grampians (S)
St Joseph's School,-36.08646,145.4436,Moira (S)
St Joseph's School,-38.37249,142.48614,Warrnambool (C)
St Joseph's School,-37.80046,144.98639,Yarra (C)
St Joseph's School,-36.36476,144.70117,Campaspe (S)
St Joseph's School,-36.36007,146.68281,Indigo (S)
St Joseph's School,-37.60538,141.69473,Southern Grampians (S)
St Joseph's School,-38.15861,145.91202,Baw Baw (S)
St Joseph's School,-36.76942,144.27835,Greater Bendigo (C)
St Joseph's School,-37.76229,144.94298,Merri-bek (C)
St Joseph's School,-38.60086,145.60341,Bass Coast (S)
St Joseph's School,-35.72546,143.91781,Gannawarra (S)
St Joseph's School,-38.43604,145.82232,South Gippsland (S)
St Joseph's School,-37.85807,145.03116,Stonnington (C)
St Joseph's School,-35.91707,145.65236,Moira (S)
St Joseph's School,-36.78161,145.15405,Strathbogie (S)
St Joseph's School,-37.70917,148.45563,East Gippsland (S)
St Joseph's School,-38.05544,145.11859,Kingston (C)
St Joseph's School,-38.36147,145.20281,Mornington Peninsula (S)
St Joseph's School,-38.20721,146.15219,Baw Baw (S)
St Joseph's School,-38.34047,144.7418,Mornington Peninsula (S)
St Joseph's School,-37.88251,145.00529,Glen Eira (C)
St Joseph's School,-34.30235,142.18796,Mildura (RC)
St Joseph's School,-37.95323,145.15034,Greater Dandenong (C)
St Joseph's School,-35.72393,142.36219,Yarriambiack (S)
St Joseph's School,-37.79217,145.61681,Yarra Ranges (S)
St Joseph's School,-37.59574,145.0906,Whittlesea (C)
St Jude the Apostle School,-37.88984,145.22596,Knox (C)
St Jude's School,-38.15528,145.19111,Frankston (C)
St Justin's School,-37.91781,145.19051,Monash (C)
St Kevin's School,-37.76127,145.12287,Manningham (C)
St Kevin's School,-38.03932,145.2674,Casey (C)
St Kieran's School,-38.17937,146.25356,Latrobe (C)
St Kilda Park Primary School,-37.85812,144.97779,Port Phillip (C)
St Kilda Primary School,-37.87022,144.98902,Port Phillip (C)
St Kilian's School,-36.75458,144.28421,Greater Bendigo (C)
St Laurence O'Toole School,-38.47894,145.9543,South Gippsland (S)
St Lawrence Catholic Primary School,-37.79068,144.76052,Brimbank (C)
St Lawrence of Brindisi Catholic Primary School,-37.73305,144.57246,Melton (C)
St Leo the Great Primary School,-37.83922,144.85169,Hobsons Bay (C)
St Leonards Primary School,-38.17184,144.71475,Greater Geelong (C)
St Leonard's School,-37.8868,145.16389,Monash (C)
St Liborius' School,-36.72348,144.25729,Greater Bendigo (C)
St Louis de Montfort's School,-38.01813,145.10226,Kingston (C)
St Luke the Evangelist School,-37.83555,145.14671,Whitehorse (C)
St Luke's Catholic Primary School,-36.32432,145.41203,Greater Shepparton (C)
St Luke's School,-37.67237,145.01883,Whittlesea (C)
St Luke's School,-37.85338,145.23507,Knox (C)
St Macartan's School,-38.22321,145.07046,Mornington Peninsula (S)
St Malachy's School,-37.03403,141.30005,West Wimmera (S)
St Margaret Mary's School,-37.75863,144.96825,Merri-bek (C)
St Margaret Mary's School,-37.82908,144.87773,Hobsons Bay (C)
St Margaret's Primary School,-37.7669,144.89104,Maribyrnong (C)
St Margaret's School,-38.16462,144.37393,Greater Geelong (C)
St Mark's School,-37.71628,144.96362,Merri-bek (C)
St Mark's School,-37.98666,145.12957,Kingston (C)
St Martin de Porres School,-37.75847,144.86162,Moonee Valley (C)
St Martin de Porres School,-37.85378,144.77698,Hobsons Bay (C)
St Martin of Tours School,-37.73518,145.07698,Banyule (C)
St Mary MacKillop Catholic Primary School,-38.04693,144.1701,Golden Plains (S)
St Mary MacKillop Primary School,-37.71462,144.80435,Brimbank (C)
St Mary of the Cross Catholic Primary School,-37.9088,144.76595,Wyndham (C)
St Mary of the Cross MacKillop Catholic Parish Primary School,-37.626,145.0126,Whittlesea (C)
St Mary's Primary School,-38.11071,147.06233,Wellington (S)
St Mary's School,-37.05835,146.08901,Mansfield (S)
St Mary's School,-37.8635,144.90089,Hobsons Bay (C)
St Mary's School,-37.85902,144.99759,Port Phillip (C)
St Mary's School,-37.8414,147.58563,East Gippsland (S)
St Mary's School,-36.37358,142.98517,Buloke (S)
St Mary's School,-37.27876,144.73173,Macedon Ranges (S)
St Mary's School,-37.06396,144.22096,Mount Alexander (S)
St Mary's School,-36.05042,146.46298,Indigo (S)
St Mary's School,-36.57114,143.87249,Loddon (S)
St Mary's School,-38.33473,143.5854,Colac-Otway (S)
St Mary's School,-38.15319,144.363,Greater Geelong (C)
St Mary's School,-36.25408,142.3896,Yarriambiack (S)
St Mary's School,-36.13426,144.72583,Campaspe (S)
St Mary's School,-37.2855,142.93861,Ararat (RC)
St Mary's School,-37.74114,142.05091,Southern Grampians (S)
St Mary's School,-37.99067,145.22084,Greater Dandenong (C)
St Mary's School,-37.77384,144.91127,Moonee Valley (C)
St Mary's School,-37.87302,145.05292,Stonnington (C)
St Mary's School,-38.5569,146.67597,Wellington (S)
St Mary's School,-35.32846,143.5456,Swan Hill (RC)
St Mary's School,-38.30344,145.1917,Mornington Peninsula (S)
St Mary's School,-37.75684,145.00166,Darebin (C)
St Mary's School,-36.55357,146.72693,Alpine (S)
St Mary's School,-37.93305,145.0009,Bayside (C)
St Mary's School,-35.80823,144.21854,Gannawarra (S)
St Mary's School,-37.86666,144.82838,Hobsons Bay (C)
St Mary's School,-36.39605,145.35422,Greater Shepparton (C)
St Mary's School,-37.5004,143.9887,Moorabool (S)
St Mary's School,-37.19127,145.71338,Murrindindi (S)
St Mary's School,-36.5878,145.0112,Campaspe (S)
St Mary's School,-37.70285,145.09263,Banyule (C)
St Mary's School,-35.50183,142.85067,Buloke (S)
St Mary's School,-37.9635,146.97239,Wellington (S)
St Mary's School,-37.79052,145.39586,Yarra Ranges (S)
St Mary's School,-37.50906,145.11454,Whittlesea (C)
St Matthew's School,-37.69816,144.96795,Merri-bek (C)
St Mel's School,-36.39247,145.41068,Greater Shepparton (C)
St Michael’s Primary School,-37.7933,144.94625,Melbourne (C)
St Michael's School,-38.19516,146.5347,Latrobe (C)
St Michael's School,-37.33724,144.15136,Hepburn (S)
St Michael's School,-37.86413,145.08248,Boroondara (C)
St Michael's School,-37.98075,146.78427,Wellington (S)
St Michael's School,-36.21623,147.17342,Towong (S)
St Michael's School,-38.03382,145.35357,Casey (C)
St Monica's Primary School,-37.75966,144.92318,Moonee Valley (C)
St Monica's School,-36.7942,144.2448,Greater Bendigo (C)
St Monica's School,-37.80116,144.90684,Maribyrnong (C)
St Monica's School,-36.12675,146.87264,Wodonga (C)
St Oliver Plunkett's School,-37.73089,144.94186,Merri-bek (C)
St Patrick's Primary School,-37.29939,144.94811,Mitchell (S)
St Patrick's School,-37.5644,143.84715,Ballarat (C)
St Patrick's School,-36.35616,146.32195,Wangaratta (RC)
St Patrick's School,-37.58065,144.0909,Moorabool (S)
St Patrick's School,-36.61708,143.24686,Northern Grampians (S)
St Patrick's School,-38.06938,145.47453,Cardinia (S)
St Patrick's School,-38.29989,142.36897,Moyne (S)
St Patrick's School,-38.13484,144.34604,Greater Geelong (C)
St Patrick's School,-37.75273,145.35261,Yarra Ranges (S)
St Patrick's School,-38.38613,142.23167,Moyne (S)
St Patrick's School,-38.23503,143.139,Corangamite (S)
St Patrick's School,-37.05935,142.78726,Northern Grampians (S)
St Patrick's School,-37.98357,145.07016,Kingston (C)
St Patrick's School,-37.96726,147.07768,Wellington (S)
St Patrick's School,-37.90178,145.06527,Glen Eira (C)
St Patrick's School,-36.33541,141.64304,Hindmarsh (S)
St Patrick's School,-36.05485,144.11184,Loddon (S)
St Patrick's School,-36.25266,144.95359,Campaspe (S)
St Paul Apostle North School,-37.96753,145.26266,Casey (C)
St Paul Apostle South School,-37.98052,145.25793,Casey (C)
St Paul the Apostle Catholic Primary School,-37.59693,145.11522,Whittlesea (C)
St Paul's Kealba Catholic School,-37.73374,144.81963,Brimbank (C)
St Paul's Primary School,-34.2046,142.15603,Mildura (RC)
St Paul's School,-37.73893,144.96785,Merri-bek (C)
St Paul's School,-37.92283,145.04147,Glen Eira (C)
St Paul's School,-37.78753,144.80752,Brimbank (C)
St Paul's School,-37.868,145.41206,Yarra Ranges (S)
St Peter Apostle School,-37.87464,144.69031,Wyndham (C)
St Peter Chanel School,-37.76853,144.76927,Brimbank (C)
St Peter Julian Eymard,-37.78791,145.31752,Yarra Ranges (S)
St Peter's Lutheran School,-36.45706,142.03758,Hindmarsh (S)
St Peter's School,-37.92304,145.07091,Glen Eira (C)
St Peter's School,-37.65054,145.02755,Whittlesea (C)
St Peter's School,-37.92314,145.12186,Monash (C)
St Peter's School,-37.74424,144.85942,Moonee Valley (C)
St Peter's School,-36.74417,144.27274,Greater Bendigo (C)
St Peter's School,-37.80028,144.81962,Brimbank (C)
St Philip's School,-37.80764,145.16659,Whitehorse (C)
St Pius X School,-37.74692,145.04629,Banyule (C)
St Pius X School,-38.36492,142.46583,Warrnambool (C)
St Raphael's School,-37.7341,144.99262,Darebin (C)
St Richard's Primary School,-37.80656,145.32174,Yarra Ranges (S)
St Robert's School,-38.15641,144.34301,Greater Geelong (C)
St Roch's School,-37.85736,145.05231,Stonnington (C)
St Scholastica's School,-37.85165,145.12591,Whitehorse (C)
St Simon's School,-37.92568,145.24533,Knox (C)
St Stephen's School,-37.71157,145.0192,Darebin (C)
St Teresa of Kolkata Catholic Primary School,-37.82362,144.68607,Wyndham (C)
St Theresa's School,-37.78219,144.8202,Brimbank (C)
St Therese School,-38.32112,144.31185,Surf Coast (S)
St Therese's School,-37.75111,144.91031,Moonee Valley (C)
St Therese's School,-36.7669,144.29824,Greater Bendigo (C)
St Therese's School,-38.07727,145.26724,Casey (C)
St Thomas Aquinas School,-38.09017,144.35882,Greater Geelong (C)
St Thomas More School,-37.55349,143.79995,Ballarat (C)
St Thomas More's School,-37.90841,145.35268,Yarra Ranges (S)
St Thomas More's School,-37.70729,144.94494,Merri-bek (C)
St Thomas More's School,-38.19773,145.10114,Mornington Peninsula (S)
St Thomas Primary School,-38.18801,144.55617,Greater Geelong (C)
St Thomas' School,-38.2398,142.90996,Corangamite (S)
St Thomas' School,-38.0994,147.08331,Wellington (S)
St Thomas the Apostle Catholic Primary School,-38.11617,145.31704,Casey (C)
St Thomas The Apostle School,-37.82325,145.15743,Whitehorse (C)
St Thomas the Apostle School,-37.68219,145.11911,Nillumbik (S)
St Timothy's School,-37.84039,145.18365,Whitehorse (C)
St Vincent de Paul's School,-37.74214,144.92413,Moonee Valley (C)
St Vincent de Paul's School,-38.23061,146.41548,Latrobe (C)
Stanhope Primary School,-36.4481,144.98802,Campaspe (S)
Stawell Primary School,-37.05613,142.77378,Northern Grampians (S)
Stawell West Primary School,-37.06576,142.77129,Northern Grampians (S)
Stella Maris Catholic Primary School,-37.89076,144.72868,Wyndham (C)
Stella Maris School,-37.98199,145.04104,Bayside (C)
Stevensville Primary School,-37.7361,144.78121,Brimbank (C)
Stratford Primary School,-37.96725,147.08539,Wellington (S)
Strathaird Primary School,-38.06312,145.28692,Casey (C)
Strathewen Primary School,-37.54758,145.27009,Nillumbik (S)
Strathfieldsaye Primary School,-36.80436,144.35291,Greater Bendigo (C)
Strathmerton Primary School,-35.92402,145.47884,Moira (S)
Strathmore North Primary School,-37.72486,144.91598,Moonee Valley (C)
Strathmore Primary School,-37.73551,144.917,Moonee Valley (C)
Strathtulloh Primary School,-37.71662,144.58976,Melton (C)
